Agent_ID,Business_Name,Provider,State,Geo_Zone,LGA,Business_Category,Agent_Tier,KYC_Level,Terminal_Type,Registration_Date,Years_in_Business,Risk_Score,Average_Daily_Customers,Latitude,Longitude
AG000152,Chukwu-Uche,Moniepoint,Lagos,South West,Lagos Zone 20,Standalone POS Kiosk,Bronze,Tier 1,Android POS,2018-12-02,6.1,48.4,24,6.501842,3.406787
AG000153,"Uche, Ojo and Ogunleye",Moniepoint,Lagos,South West,Lagos Zone 14,Electronics Shop,Bronze,Tier 3,Android POS,2024-07-18,0.5,88.9,16,6.504974,3.396004
AG000154,Uche-Akinwale,OPay,Lagos,South West,Lagos Zone 19,Provision Store,Bronze,Tier 2,Android POS,2023-11-12,1.1,64.1,39,6.527349,3.401544
AG000155,Abiola Group,Paga,Lagos,South West,Lagos Zone 11,Standalone POS Kiosk,Silver,Tier 2,Android POS,2020-12-04,4.1,64.6,61,6.532249,3.368377
AG000156,"Adetokunbo, Obi and Oyekan",Moniepoint,Lagos,South West,Lagos Urban,Provision Store,Silver,Tier 3,Traditional POS,2021-07-10,3.5,60.1,48,6.455816,3.343728
AG000157,"Uche, Adetokunbo and Akinwale",PalmPay,Lagos,South West,Lagos Rural,Provision Store,Bronze,Tier 2,Traditional POS,2020-12-23,4.0,40.6,24,6.534619,3.360348
AG000158,Uche LLC,PalmPay,Lagos,South West,Lagos Zone 13,Standalone POS Kiosk,Gold,Tier 2,Android POS,2019-06-21,5.5,84.1,89,6.448676,3.39528
AG000159,Ojo PLC,Moniepoint,Lagos,South West,Lagos Industrial,Fuel Station,Silver,Tier 3,Android POS,2023-02-16,1.9,61.7,57,6.559036,3.452423
AG000160,"Ogunleye, Ekwueme and Ekwueme",PalmPay,Lagos,South West,Lagos Zone 11,Pharmacy,Silver,Tier 2,Traditional POS,2018-10-25,6.2,79.2,49,6.536101,3.366774
AG000161,Abiola-Ibrahim,OPay,Lagos,South West,Lagos Central,Restaurant,Silver,Tier 2,Android POS,2023-02-21,1.9,81.0,53,6.5399,3.49671
AG000162,Obi-Olawale,PalmPay,Lagos,South West,Lagos Zone 20,Supermarket,Bronze,Tier 2,Android POS,2024-04-25,0.7,29.5,12,6.519677,3.40018
AG000163,Ibrahim-Oyekan,PalmPay,Lagos,South West,Lagos East,Provision Store,Silver,Tier 2,Traditional POS,2018-10-28,6.2,75.5,53,6.553393,3.382872
AG000164,Olawale-Okafor,OPay,Lagos,South West,Lagos Zone 18,Pharmacy,Silver,Tier 1,mPOS,2020-05-23,4.6,21.3,51,6.459743,3.40782
AG000165,"Uche, Okafor and Abiola",Moniepoint,Lagos,South West,Lagos Zone 17,Supermarket,Bronze,Tier 2,Android POS,2020-12-22,4.0,73.2,26,6.463926,3.337176
AG000166,Okonkwo Inc,FirstMonie,Lagos,South West,Lagos West,Pharmacy,Bronze,Tier 2,Android POS,2021-11-30,3.1,26.0,26,6.54896,3.361299
AG000167,Oshodi PLC,Moniepoint,Lagos,South West,Lagos South,Provision Store,Gold,Tier 1,Android POS,2020-09-27,4.3,7.6,66,6.590315,3.370079
AG000168,Ekwueme Group,Moniepoint,Lagos,South West,Lagos Zone 12,Standalone POS Kiosk,Gold,Tier 1,Traditional POS,2021-03-13,3.8,40.8,95,6.526466,3.40135
AG000169,"Obasanjo, Abiola and Adetokunbo",Moniepoint,Lagos,South West,Lagos Metro,Pharmacy,Bronze,Tier 2,mPOS,2022-11-30,2.1,9.6,33,6.418039,3.439712
AG000170,Adetokunbo-Okafor,OPay,Lagos,South West,Lagos Zone 18,Standalone POS Kiosk,Gold,Tier 2,Traditional POS,2021-05-24,3.6,88.7,90,6.518867,3.334368
AG000171,Okonkwo Inc,PalmPay,Lagos,South West,Lagos Zone 20,Market Stall,Bronze,Tier 1,Android POS,2023-12-07,1.1,35.1,10,6.505659,3.412857
AG000172,Okafor-Obi,Moniepoint,Lagos,South West,Lagos Central,Supermarket,Bronze,Tier 3,Traditional POS,2024-03-21,0.8,18.9,13,6.501445,3.34447
AG000173,"Ibrahim, Ekwueme and Adeyemi",OPay,Lagos,South West,Lagos Industrial,Provision Store,Bronze,Tier 2,Android POS,2019-03-01,5.8,67.7,27,6.503602,3.40546
AG000174,"Okafor, Chukwu and Ekwueme",Moniepoint,Lagos,South West,Lagos West,Market Stall,Bronze,Tier 3,Android POS,2020-12-19,4.0,25.7,21,6.451061,3.35413
AG000175,Ekwueme Ltd,PalmPay,Lagos,South West,Lagos East,Restaurant,Silver,Tier 2,Traditional POS,2019-03-15,5.8,71.4,43,6.507861,3.449271
AG000176,"Akinwale, Oyekan and Ogunleye",Moniepoint,Lagos,South West,Lagos Zone 18,Standalone POS Kiosk,Bronze,Tier 3,Android POS,2019-09-29,5.3,94.0,21,6.569048,3.470681
AG000177,Oyekan-Ibrahim,PalmPay,Lagos,South West,Lagos Market,Standalone POS Kiosk,Gold,Tier 2,Traditional POS,2021-02-28,3.8,34.7,71,6.430399,3.43643
AG000178,Akinwale-Ekwueme,OPay,Lagos,South West,Lagos Zone 20,Market Stall,Bronze,Tier 2,Traditional POS,2020-05-12,4.6,55.1,29,6.476784,3.34535
AG000179,Oshodi Group,Paga,Lagos,South West,Lagos Zone 11,Standalone POS Kiosk,Gold,Tier 3,Android POS,2020-04-13,4.7,34.2,108,6.546961,3.424281
AG000180,Okafor-Balogun,Moniepoint,Lagos,South West,Lagos Market,Pharmacy,Silver,Tier 2,Android POS,2023-09-02,1.3,29.8,71,6.487635,3.415274
AG000181,"Oshodi, Okafor and Balogun",OPay,Lagos,South West,Lagos Zone 16,Standalone POS Kiosk,Silver,Tier 2,Traditional POS,2020-10-25,4.2,81.5,57,6.475006,3.364892
AG000182,Olawale-Uche,Moniepoint,Lagos,South West,Lagos North,Standalone POS Kiosk,Gold,Tier 2,Android POS,2019-01-14,6.0,12.3,63,6.470857,3.474771
AG000183,Balogun LLC,Paga,Lagos,South West,Lagos Zone 14,Standalone POS Kiosk,Silver,Tier 2,Traditional POS,2021-02-07,3.9,55.8,56,6.571296,3.340546
AG000184,Akinwale-Olawale,FirstMonie,Lagos,South West,Lagos North,Supermarket,Bronze,Tier 2,mPOS,2018-01-15,7.0,41.6,28,6.546465,3.342542
AG000185,Eze and Sons,Moniepoint,Lagos,South West,Lagos Zone 11,Supermarket,Bronze,Tier 2,mPOS,2019-06-20,5.5,66.2,31,6.577306,3.373417
AG000186,Eze-Abiola,PalmPay,Lagos,South West,Lagos Market,Standalone POS Kiosk,Bronze,Tier 2,Traditional POS,2019-10-24,5.2,62.0,29,6.512494,3.3815
AG000187,Ojo Group,FirstMonie,Lagos,South West,Lagos Zone 15,Standalone POS Kiosk,Silver,Tier 2,Traditional POS,2024-03-09,0.8,13.5,46,6.5055,3.341191
AG000188,Akinwale-Ekwueme,OPay,Lagos,South West,Lagos Zone 14,Fuel Station,Bronze,Tier 3,Android POS,2024-04-16,0.7,5.0,29,6.478586,3.446972
AG000189,Adeyemi-Abiola,OPay,Lagos,South West,Lagos Central,Standalone POS Kiosk,Bronze,Tier 2,mPOS,2019-04-04,5.8,51.3,28,6.552103,3.384157
AG000190,Adetokunbo-Obasanjo,Moniepoint,Lagos,South West,Lagos South,Supermarket,Bronze,Tier 2,Android POS,2019-09-03,5.3,13.5,22,6.493013,3.364798
AG000191,"Okonkwo, Obasanjo and Adetokunbo",Moniepoint,Lagos,South West,Lagos Zone 18,Mobile Agent,Bronze,Tier 2,Android POS,2018-05-28,6.6,34.4,35,6.541301,3.338314
AG000192,Okonkwo-Nnamani,FirstMonie,Lagos,South West,Lagos Zone 12,Pharmacy,Silver,Tier 2,Android POS,2024-07-13,0.5,61.9,38,6.535231,3.327912
AG000193,Adetokunbo-Ojo,FirstMonie,Lagos,South West,Lagos Zone 18,Pharmacy,Silver,Tier 3,mPOS,2019-08-30,5.3,60.7,72,6.524384,3.356223
AG000194,"Akinwale, Oyekan and Okafor",PalmPay,Lagos,South West,Lagos Zone 14,Restaurant,Silver,Tier 1,Android POS,2019-06-07,5.6,91.7,37,6.521705,3.330085
AG000195,Okafor-Balogun,Moniepoint,Lagos,South West,Lagos North,Supermarket,Silver,Tier 1,Android POS,2021-06-16,3.5,54.0,56,6.479197,3.412068
AG000196,Oshodi-Okonkwo,OPay,Lagos,South West,Lagos Zone 12,Standalone POS Kiosk,Gold,Tier 2,Traditional POS,2018-06-13,6.6,27.7,75,6.570089,3.301914
AG000197,Ogunleye-Adetokunbo,PalmPay,Lagos,South West,Lagos Zone 12,Electronics Shop,Gold,Tier 2,Traditional POS,2020-05-10,4.6,47.0,115,6.457294,3.409137
AG000198,"Obi, Ekwueme and Eze",FirstMonie,Lagos,South West,Lagos Rural,Provision Store,Silver,Tier 3,Android POS,2019-02-26,5.9,33.4,45,6.473082,3.4407
AG000199,"Akinwale, Okonkwo and Adetokunbo",FirstMonie,Lagos,South West,Lagos Zone 12,Provision Store,Silver,Tier 3,Android POS,2024-04-12,0.7,27.6,61,6.51755,3.390101
AG000200,"Obasanjo, Okonkwo and Olawale",PalmPay,Lagos,South West,Lagos Zone 14,Provision Store,Platinum,Tier 1,Android POS,2024-12-17,0.0,50.5,145,6.547308,3.330214
AG000201,"Ojo, Eze and Ekwueme",PalmPay,Lagos,South West,Lagos West,Provision Store,Platinum,Tier 2,Android POS,2020-08-27,4.4,64.4,125,6.456628,3.478842
AG000202,Adeyemi LLC,Moniepoint,Lagos,South West,Lagos Metro,Electronics Shop,Bronze,Tier 3,Traditional POS,2019-12-27,5.0,90.9,23,6.520528,3.319435
AG000203,Ogunleye-Abiola,Moniepoint,Lagos,South West,Lagos Zone 14,Supermarket,Silver,Tier 2,Android POS,2018-04-12,6.7,19.6,52,6.476173,3.33718
AG000204,Ogunleye-Ogunleye,FirstMonie,Lagos,South West,Lagos Metro,Supermarket,Bronze,Tier 2,mPOS,2021-09-22,3.3,56.9,32,6.579695,3.351003
AG000205,Balogun-Ojo,OPay,Lagos,South West,Lagos Zone 14,Standalone POS Kiosk,Silver,Tier 2,mPOS,2020-10-13,4.2,17.9,39,6.484259,3.368116
AG000206,Olawale-Oshodi,Moniepoint,Lagos,South West,Lagos Market,Standalone POS Kiosk,Silver,Tier 3,Traditional POS,2019-10-15,5.2,57.8,43,6.637972,3.35898
AG000207,Akinwale Inc,Moniepoint,Lagos,South West,Lagos East,Electronics Shop,Gold,Tier 2,mPOS,2022-04-16,2.7,57.3,101,6.397788,3.388538
AG000208,Okafor-Olawale,PalmPay,Lagos,South West,Lagos North,Electronics Shop,Silver,Tier 3,Android POS,2023-04-12,1.7,93.4,59,6.490653,3.359046
AG000209,"Adeyemi, Okonkwo and Okafor",Moniepoint,Lagos,South West,Lagos Rural,Pharmacy,Bronze,Tier 2,Android POS,2020-03-28,4.8,39.5,33,6.53479,3.36453
AG000210,Okonkwo PLC,Moniepoint,Lagos,South West,Lagos Zone 15,Restaurant,Bronze,Tier 3,Traditional POS,2021-12-03,3.1,36.8,19,6.537028,3.448427
AG000211,Okafor and Sons,OPay,Lagos,South West,Lagos Industrial,Pharmacy,Gold,Tier 3,Traditional POS,2020-07-21,4.5,53.7,102,6.519504,3.311998
AG000212,Chukwu-Obasanjo,PalmPay,Lagos,South West,Lagos Rural,Supermarket,Silver,Tier 1,Android POS,2018-04-07,6.7,59.4,60,6.531449,3.458631
AG000213,Ekwueme Ltd,PalmPay,Lagos,South West,Lagos Urban,Pharmacy,Bronze,Tier 1,Android POS,2022-06-21,2.5,23.2,25,6.503719,3.352288
AG000214,Nnamani-Obi,Moniepoint,Lagos,South West,Lagos Zone 11,Provision Store,Bronze,Tier 2,Android POS,2021-02-15,3.9,80.5,27,6.525341,3.320617
AG000215,"Oyekan, Chukwu and Obi",PalmPay,Lagos,South West,Lagos South,Standalone POS Kiosk,Bronze,Tier 2,Traditional POS,2021-02-17,3.9,91.4,28,6.575577,3.484384
AG000216,Chukwu-Obasanjo,Moniepoint,Lagos,South West,Lagos Zone 12,Mini Mart,Bronze,Tier 3,Android POS,2023-09-18,1.3,11.9,31,6.51983,3.375156
AG000217,Uche PLC,Moniepoint,Lagos,South West,Lagos Zone 13,Provision Store,Bronze,Tier 2,Android POS,2024-01-06,1.0,11.9,33,6.419118,3.323524
AG000218,"Adetokunbo, Adetokunbo and Abiola",PalmPay,Lagos,South West,Lagos Zone 11,Provision Store,Silver,Tier 1,Android POS,2018-04-24,6.7,20.9,72,6.60091,3.412446
AG000219,Obasanjo Ltd,PalmPay,Lagos,South West,Lagos East,Provision Store,Bronze,Tier 2,Android POS,2020-12-05,4.1,66.0,30,6.497634,3.309
AG000220,"Okafor, Chukwu and Uche",FirstMonie,Lagos,South West,Lagos Metro,Standalone POS Kiosk,Gold,Tier 2,Android POS,2024-07-06,0.5,75.4,134,6.526661,3.38176
AG000221,"Oyekan, Chukwu and Obasanjo",PalmPay,Lagos,South West,Lagos Market,Provision Store,Bronze,Tier 2,mPOS,2018-06-06,6.6,35.1,31,6.49772,3.351497
AG000222,Nnamani PLC,OPay,Lagos,South West,Lagos East,Restaurant,Silver,Tier 3,mPOS,2024-09-09,0.3,10.4,70,6.484622,3.40042
AG000223,Nnamani-Olawale,Moniepoint,Lagos,South West,Lagos Zone 14,Supermarket,Bronze,Tier 2,Android POS,2021-11-16,3.1,17.0,22,6.605858,3.447605
AG000224,"Ogunleye, Okonkwo and Ojo",OPay,Lagos,South West,Lagos Zone 11,Provision Store,Silver,Tier 2,Traditional POS,2022-11-23,2.1,56.8,43,6.519228,3.317247
AG000225,Chukwu-Ojo,Moniepoint,Lagos,South West,Lagos Zone 20,Supermarket,Silver,Tier 2,Traditional POS,2023-09-26,1.3,75.2,54,6.516382,3.29813
AG000226,Ekwueme-Eze,Moniepoint,Lagos,South West,Lagos East,Supermarket,Silver,Tier 3,Traditional POS,2022-04-27,2.7,59.9,59,6.468821,3.377409
AG000227,Obi-Ibrahim,Paga,Lagos,South West,Lagos Zone 19,Provision Store,Bronze,Tier 2,Android POS,2020-02-18,4.9,71.1,16,6.522786,3.382408
AG000228,"Balogun, Oyekan and Akinwale",OPay,Lagos,South West,Lagos Market,Standalone POS Kiosk,Platinum,Tier 2,Android POS,2018-07-01,6.5,61.3,160,6.414904,3.43893
AG000229,Ekwueme-Ojo,FirstMonie,Lagos,South West,Lagos Zone 14,Market Stall,Silver,Tier 1,Android POS,2018-01-07,7.0,85.2,57,6.578116,3.441854
AG000230,"Obasanjo, Balogun and Ogunleye",PalmPay,Lagos,South West,Lagos Zone 17,Fuel Station,Bronze,Tier 3,Traditional POS,2024-01-15,1.0,21.3,30,6.482802,3.347286
AG000231,Olawale LLC,PalmPay,Lagos,South West,Lagos Urban,Standalone POS Kiosk,Bronze,Tier 2,Traditional POS,2022-01-31,2.9,12.3,39,6.463255,3.304743
AG000232,Okafor-Ekwueme,OPay,Lagos,South West,Lagos Zone 14,Provision Store,Bronze,Tier 3,Android POS,2018-10-14,6.2,63.4,28,6.577819,3.409406
AG000233,"Oyekan, Adetokunbo and Ogunleye",OPay,Lagos,South West,Lagos Zone 11,Standalone POS Kiosk,Platinum,Tier 1,mPOS,2024-12-27,0.0,64.7,227,6.450428,3.403184
AG000234,Oshodi LLC,OPay,Lagos,South West,Lagos Zone 11,Fuel Station,Platinum,Tier 2,mPOS,2019-05-26,5.6,9.4,174,6.541207,3.367826
AG000235,Oshodi and Sons,Moniepoint,Lagos,South West,Lagos Industrial,Standalone POS Kiosk,Bronze,Tier 1,mPOS,2023-09-09,1.3,26.5,40,6.524434,3.41879
AG000236,Balogun-Ogunleye,PalmPay,Lagos,South West,Lagos Industrial,Provision Store,Bronze,Tier 2,mPOS,2022-07-31,2.4,63.1,32,6.515445,3.398991
AG000237,Oyekan-Balogun,Moniepoint,Lagos,South West,Lagos Zone 11,Fuel Station,Gold,Tier 2,mPOS,2022-07-07,2.5,65.5,80,6.510192,3.405755
AG000238,"Okonkwo, Ibrahim and Abiola",Moniepoint,Lagos,South West,Lagos Industrial,Provision Store,Bronze,Tier 2,Android POS,2024-03-20,0.8,63.1,37,6.482684,3.417401
AG000239,Okafor Ltd,PalmPay,Lagos,South West,Lagos West,Standalone POS Kiosk,Bronze,Tier 1,Traditional POS,2020-02-25,4.9,72.6,26,6.561609,3.303791
AG000240,Oshodi-Akinwale,Moniepoint,Lagos,South West,Lagos Zone 14,Provision Store,Bronze,Tier 1,Android POS,2022-04-02,2.8,33.5,21,6.537333,3.389837
AG000241,Oshodi Ltd,Paga,Lagos,South West,Lagos Metro,Restaurant,Bronze,Tier 3,Traditional POS,2024-11-26,0.1,90.1,30,6.483117,3.32248
AG000242,"Oshodi, Ekwueme and Okonkwo",Paga,Lagos,South West,Lagos Zone 19,Pharmacy,Silver,Tier 2,Android POS,2021-05-17,3.6,33.1,67,6.543067,3.394819
AG000243,Uche and Sons,FirstMonie,Lagos,South West,Lagos Zone 13,Mini Mart,Bronze,Tier 2,Traditional POS,2024-02-23,0.9,90.1,32,6.553921,3.420043
AG000244,Okafor-Uche,OPay,Lagos,South West,Lagos Central,Pharmacy,Bronze,Tier 3,Traditional POS,2021-05-29,3.6,27.7,25,6.521166,3.382844
AG000245,"Obasanjo, Nnamani and Oshodi",Moniepoint,Lagos,South West,Lagos Industrial,Fuel Station,Bronze,Tier 2,mPOS,2020-05-10,4.6,80.3,21,6.504724,3.311968
AG000246,"Ibrahim, Nnamani and Ojo",Paga,Lagos,South West,Lagos Zone 14,Provision Store,Silver,Tier 2,Android POS,2024-07-03,0.5,79.6,57,6.551068,3.421173
AG000247,"Akinwale, Ogunleye and Nnamani",OPay,Lagos,South West,Lagos Zone 20,Restaurant,Bronze,Tier 2,Traditional POS,2021-08-12,3.4,70.3,33,6.508646,3.368153
AG000248,"Ekwueme, Balogun and Uche",Paga,Lagos,South West,Lagos Zone 15,Standalone POS Kiosk,Gold,Tier 3,Traditional POS,2022-12-15,2.0,61.8,81,6.478584,3.337354
AG000249,Okafor-Chukwu,Paga,Lagos,South West,Lagos Zone 15,Standalone POS Kiosk,Platinum,Tier 3,Android POS,2020-05-25,4.6,38.2,180,6.526372,3.310787
AG000250,"Abiola, Ogunleye and Chukwu",FirstMonie,Lagos,South West,Lagos Zone 17,Provision Store,Silver,Tier 3,Android POS,2023-04-23,1.7,50.7,42,6.515328,3.373883
AG000251,"Akinwale, Obi and Abiola",Moniepoint,Lagos,South West,Lagos Metro,Supermarket,Silver,Tier 2,Android POS,2018-12-14,6.1,78.8,48,6.553537,3.32943
AG000252,Oshodi LLC,OPay,Lagos,South West,Lagos Industrial,Standalone POS Kiosk,Silver,Tier 3,Android POS,2023-10-13,1.2,33.9,73,6.564059,3.373097
AG000253,"Obasanjo, Ibrahim and Oyekan",FirstMonie,Lagos,South West,Lagos Zone 20,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2021-10-04,3.2,15.8,23,6.550464,3.386671
AG000254,Chukwu-Abiola,Moniepoint,Lagos,South West,Lagos South,Provision Store,Gold,Tier 1,Android POS,2020-08-20,4.4,36.4,90,6.595843,3.305493
AG000255,Okafor-Nnamani,Moniepoint,Lagos,South West,Lagos Industrial,Standalone POS Kiosk,Silver,Tier 1,mPOS,2020-07-09,4.5,35.7,67,6.501989,3.474422
AG000256,Uche Inc,OPay,Lagos,South West,Lagos Urban,Restaurant,Silver,Tier 3,Android POS,2019-08-27,5.4,75.0,48,6.538268,3.378086
AG000257,"Akinwale, Eze and Balogun",Paga,Lagos,South West,Lagos Central,Mobile Agent,Silver,Tier 3,Android POS,2018-07-09,6.5,82.2,57,6.525281,3.393621
AG000258,Adeyemi PLC,PalmPay,Lagos,South West,Lagos Rural,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2023-05-01,1.7,78.7,24,6.574491,3.354321
AG000259,Eze-Oshodi,OPay,Lagos,South West,Lagos Zone 20,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2018-10-26,6.2,42.6,17,6.547977,3.425201
AG000260,Okonkwo PLC,Moniepoint,Lagos,South West,Lagos Zone 15,Provision Store,Gold,Tier 2,Android POS,2022-08-25,2.4,90.8,90,6.516884,3.362865
AG000261,Oshodi-Oshodi,OPay,Lagos,South West,Lagos Zone 19,Standalone POS Kiosk,Bronze,Tier 1,Traditional POS,2020-03-07,4.8,16.1,29,6.480138,3.40345
AG000262,Ogunleye-Obi,Paga,Lagos,South West,Lagos Zone 13,Standalone POS Kiosk,Silver,Tier 3,Android POS,2023-07-18,1.5,82.4,50,6.53726,3.367167
AG000263,Balogun Group,Moniepoint,Lagos,South West,Lagos Zone 13,Provision Store,Bronze,Tier 3,mPOS,2020-09-26,4.3,30.6,27,6.535005,3.33659
AG000264,Olawale Group,OPay,Lagos,South West,Lagos West,Supermarket,Bronze,Tier 1,Traditional POS,2018-01-23,6.9,20.1,19,6.526136,3.280775
AG000265,Olawale-Obasanjo,FirstMonie,Lagos,South West,Lagos East,Fuel Station,Gold,Tier 2,Android POS,2022-10-08,2.2,39.0,82,6.529284,3.354025
AG000266,"Adeyemi, Eze and Eze",PalmPay,Lagos,South West,Lagos Rural,Mini Mart,Bronze,Tier 3,Android POS,2019-12-22,5.0,8.9,27,6.504516,3.319998
AG000267,"Uche, Olawale and Okafor",PalmPay,Lagos,South West,Lagos Zone 17,Standalone POS Kiosk,Platinum,Tier 3,Android POS,2023-03-18,1.8,74.8,168,6.533525,3.439059
AG000268,Akinwale Group,PalmPay,Lagos,South West,Lagos North,Standalone POS Kiosk,Bronze,Tier 3,mPOS,2024-04-02,0.8,84.9,19,6.583495,3.403245
AG000269,"Oyekan, Oyekan and Okafor",OPay,Lagos,South West,Lagos Rural,Standalone POS Kiosk,Bronze,Tier 2,Traditional POS,2019-05-13,5.6,58.7,22,6.504522,3.357045
AG000270,"Adetokunbo, Ekwueme and Ekwueme",Moniepoint,Lagos,South West,Lagos Zone 15,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2019-07-01,5.5,62.9,35,6.604839,3.420611
AG000271,Obasanjo-Ojo,PalmPay,Lagos,South West,Lagos Zone 15,Restaurant,Bronze,Tier 2,Android POS,2023-12-16,1.0,14.9,24,6.549083,3.362803
AG000272,Obasanjo-Oyekan,FirstMonie,Lagos,South West,Lagos Zone 18,Standalone POS Kiosk,Silver,Tier 2,Android POS,2024-09-04,0.3,10.0,63,6.454611,3.408767
AG000273,Oyekan Ltd,FirstMonie,Lagos,South West,Lagos Zone 11,Standalone POS Kiosk,Bronze,Tier 1,Android POS,2022-12-18,2.0,16.1,27,6.51362,3.402846
AG000274,Abiola Ltd,FirstMonie,Lagos,South West,Lagos Zone 20,Mini Mart,Bronze,Tier 2,Traditional POS,2023-08-30,1.3,54.2,26,6.531394,3.429006
AG000275,Balogun Ltd,OPay,Lagos,South West,Lagos Zone 14,Standalone POS Kiosk,Silver,Tier 1,mPOS,2024-02-23,0.9,73.4,44,6.450554,3.398262
AG000276,Obi and Sons,OPay,Lagos,South West,Lagos Zone 15,Supermarket,Silver,Tier 3,Android POS,2019-10-14,5.2,28.1,53,6.447765,3.369386
AG000277,Akinwale Inc,PalmPay,Lagos,South West,Lagos Zone 16,Market Stall,Silver,Tier 2,Android POS,2023-01-18,2.0,49.0,54,6.551215,3.414116
AG000278,Okonkwo Group,PalmPay,Lagos,South West,Lagos Market,Fuel Station,Silver,Tier 3,Android POS,2020-10-09,4.2,44.0,52,6.504747,3.429282
AG000279,Oyekan-Oshodi,PalmPay,Lagos,South West,Lagos Market,Mini Mart,Gold,Tier 2,Traditional POS,2023-11-06,1.2,40.6,101,6.543382,3.372979
AG000280,Adeyemi-Okafor,PalmPay,Lagos,South West,Lagos Zone 16,Provision Store,Silver,Tier 3,Android POS,2020-09-06,4.3,62.1,49,6.553695,3.342361
AG000281,Uche-Ekwueme,FirstMonie,Lagos,South West,Lagos Market,Standalone POS Kiosk,Silver,Tier 2,Traditional POS,2022-12-07,2.1,92.1,40,6.519808,3.334992
AG000282,Okafor LLC,Moniepoint,Lagos,South West,Lagos South,Supermarket,Gold,Tier 3,Android POS,2021-03-16,3.8,45.2,56,6.511267,3.362381
AG000283,"Obasanjo, Abiola and Ojo",OPay,Lagos,South West,Lagos Rural,Standalone POS Kiosk,Bronze,Tier 3,Android POS,2021-01-17,4.0,54.6,33,6.547524,3.402897
AG000284,Akinwale and Sons,Moniepoint,Lagos,South West,Lagos Zone 11,Fuel Station,Silver,Tier 3,mPOS,2021-08-02,3.4,56.6,47,6.586875,3.312561
AG000285,"Eze, Balogun and Eze",OPay,Lagos,South West,Lagos Zone 18,Market Stall,Bronze,Tier 1,Android POS,2018-11-27,6.1,40.4,30,6.585911,3.437429
AG000286,Adeyemi and Sons,Moniepoint,Lagos,South West,Lagos West,Restaurant,Bronze,Tier 1,Traditional POS,2019-09-10,5.3,81.3,27,6.5104,3.315248
AG000287,Oyekan-Obasanjo,OPay,Lagos,South West,Lagos Rural,Pharmacy,Bronze,Tier 2,Traditional POS,2022-04-18,2.7,8.7,24,6.493831,3.410707
AG000288,Ekwueme-Chukwu,OPay,Lagos,South West,Lagos West,Pharmacy,Gold,Tier 2,mPOS,2020-05-26,4.6,69.7,66,6.526865,3.417642
AG000289,Uche-Adetokunbo,Moniepoint,Lagos,South West,Lagos South,Standalone POS Kiosk,Bronze,Tier 3,Android POS,2022-08-27,2.4,55.8,29,6.429918,3.321691
AG000290,Ibrahim-Akinwale,OPay,Lagos,South West,Lagos Zone 14,Supermarket,Bronze,Tier 3,Traditional POS,2021-09-17,3.3,88.0,30,6.549712,3.451565
AG000291,Ekwueme-Olawale,Moniepoint,Lagos,South West,Lagos Zone 18,Pharmacy,Bronze,Tier 2,Traditional POS,2023-03-24,1.8,35.1,46,6.468225,3.308585
AG000292,"Adeyemi, Ojo and Ogunleye",Moniepoint,Lagos,South West,Lagos Zone 14,Standalone POS Kiosk,Gold,Tier 1,Android POS,2018-09-13,6.3,64.2,96,6.439941,3.355637
AG000293,"Balogun, Okonkwo and Olawale",FirstMonie,Lagos,South West,Lagos Urban,Provision Store,Silver,Tier 3,mPOS,2022-09-17,2.3,71.3,34,6.525823,3.377713
AG000294,Obasanjo PLC,OPay,Lagos,South West,Lagos Zone 13,Market Stall,Bronze,Tier 1,Traditional POS,2024-07-20,0.5,71.7,24,6.481225,3.37764
AG000295,Balogun PLC,Moniepoint,Lagos,South West,Lagos Central,Provision Store,Platinum,Tier 2,Android POS,2024-06-16,0.5,11.7,102,6.492906,3.343447
AG000296,Obi Group,OPay,Lagos,South West,Lagos Zone 13,Fuel Station,Silver,Tier 1,Traditional POS,2023-05-08,1.7,15.7,48,6.520447,3.350244
AG000297,"Ekwueme, Balogun and Obi",PalmPay,Lagos,South West,Lagos Central,Standalone POS Kiosk,Gold,Tier 2,Android POS,2021-12-11,3.1,56.4,127,6.453216,3.317436
AG000298,"Ojo, Oshodi and Olawale",Moniepoint,Lagos,South West,Lagos Industrial,Provision Store,Bronze,Tier 1,Traditional POS,2022-05-17,2.6,92.0,21,6.604327,3.419306
AG000299,Nnamani-Ojo,OPay,Lagos,South West,Lagos Zone 14,Pharmacy,Bronze,Tier 2,Android POS,2024-01-14,1.0,33.6,23,6.572235,3.422881
AG000300,Ogunleye-Chukwu,Moniepoint,Lagos,South West,Lagos Zone 18,Supermarket,Silver,Tier 2,Android POS,2024-10-06,0.2,81.7,54,6.559435,3.519933
AG000301,Ogunleye Group,Moniepoint,Lagos,South West,Lagos Rural,Standalone POS Kiosk,Bronze,Tier 3,Android POS,2023-06-23,1.5,66.5,23,6.533463,3.385408
